Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,PA,2014,"11        ",Male,17,Right-Handed,183,24,183,1,Bus,25,.301,45,Basketball,428,118,91,615,449,824,23.5,"Right foot",83,78,"Index finger",November,Summer,No,No,Meat,Juice,"Mathematics and statistics",6,9,5,"Yes - broadband connection","In person",100,225,14,3,6,7,12,5,2,20,3,5,15,2,Some,"Graduate degree","Rap/Hip hop","Freeze time",Happy,Relative,Health
USA,MA,2017,"8         ",Male,14,Right-Handed,167,25,162,1,Car,30,1.33,53,Other,100,500,500,500,0,1000,26,"Left foot",7.5,7,"Index finger",October,Fall,No,No,Meat,Water,History,7,5,3,"Yes - other","Myspace, Facebook, other social networking sites, or blog",20,25,12,0,12,5,3,0,12,12,12,0,0,5,"A lot","High school","Rock and roll","Freeze time",Happy,Other,"International aid"
USA,PA,2018,"12        ",Female,17,Right-Handed,167.5,24.1,168,0,Car,25,.46,35,Soccer,813,706,781,706,647,824,24,"Right foot",6.8,7.1,"Ring finger",April,Summer,Yes,No,Pizza/Pasta,Water,Science,6,8,5,"Yes - broadband connection","In person",13,200,6,0,20,6,15,0,2,3,4,7,2,1,Some,"Undergraduate degree",Pop,Fly,Happy,Relative,Health
USA,MD,2017,"11        ",Male,18,Right-Handed,180,24,171,1,Car,10,.729,49,Athletics,900,999,900,900,950,900,25,"Left foot",70,70,"Same length",February,Fall,No,No,Pizza/Pasta,Water,"Computers and technology",6,9,4,"Yes - other","In person",50,50,12,0,18,10,12,15,5,7,15,15,0,2,"A lot","Undergraduate degree","Rock and roll","Freeze time",Happy,"Business person","Wildlife, animals"
USA,WI,2017,"8         ",Female,14,Right-Handed,167.6,20,40,1,Car,6,0.396,48,Running/Jogging,7000,7000,8000,8000,8000,1000,20,"Same length",7.5,7.2,"Index finger",December,Fall,No,No,Pizza/Pasta,Water,Science,7,8,6,"Yes - other","Text messaging",5,3,2,4,8,8,7,0,7,8,8,5,1,4,"Very little",Other,Pop,"Freeze time",Healthy,Actor,"International aid"
USA,WA,2017,"11        ",Female,16,Right-Handed,"169 ",24,175,2,Car,5,0.481,50,Cycling,1000,770,235,759,390,1000,25,"Left foot",85,80,"Index finger",July,Spring,No,No,Desserts,Water,English,9,5,1,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",20,12,30,20,2,5,10,0,84,10,80,5,0,15,Some,"Graduate degree","Punk rock","Freeze time",Rich,"Musician or singer","Arts, culture, sports"
USA,AL,2010,"12        ",Female,17,Right-Handed,168,23,173,1,Car,18,.467,50,Gymnastics,545,631,733,,920,925,23,"Same length",79,76,"Index finger",August,Summer,Yes,No,Seafood,"Sports drink","Mathematics and statistics",8,10,6,"Yes - broadband connection","In person",73,67,10,1,4,15,0,0,3,20,4,2,1,1,Some,"Undergraduate degree","Rap/Hip hop",Invisibility,Happy,Relative,Health
USA,TX,2016,"12        ",Female,17,Right-Handed,160,23,162,1,Car,10,.636,45,Running/Jogging,1000,600,1000,1000,500,600,23,,8,7,"Index finger",December,Winter,Yes,No,Meat,Water,Art,7,9,5,"Yes - other",,73,56,18,6,15,4,4,0,100,70,100,65,61,4,Some,"Graduate degree",Country,Telepathy,Happy,Teacher,Health
USA,MI,2014,"12        ",Male,16,Right-Handed,183,33,177,1,Car,25,.308,40,"Football (American)",300,300,300,300,300,800,33,"Same length",95,87,"Index finger",June,Spring,No,No,Meat,Water,"Physical education",7,6,3,"Yes - other","Text messaging",4,1,2,1,3,1,3,1,1,1,1,1,1,1,Some,"Graduate degree","Rock and roll",Fly,Happy,Other,Other
USA,IN,2019,"12        ",Female,17,Right-Handed,157,22,152,1,Car,8,.42,43,Running/Jogging,900,950,900,700,400,500,22,"Same length",7.7,8.2,"Ring finger",December,Summer,No,No,Fruit,Water,Science,5,9,3,"Yes - other","Myspace, Facebook, other social networking sites, or blog",15,10,48,10,15,5,10,0,40,40,40,15,15,10,"A lot","Some college","Rap/Hip hop","Freeze time",Happy,"Religious figure",Health
USA,DC,2018,"7         ",Female,12,Right-Handed,158,20,162,1,Car,20,0.37,59,Dancing,187,615,1000,989,524,738,20,"Same length",85,90,"Ring finger",December,Summer,Yes,No,Meat,"Soft drink (caffeinated)",English,9,12,3,"Yes - broadband connection","Cell phone",2,3,9,4,,,,,,,,,,,,,,,,,
USA,IN,2013,"12        ",Male,18,Ambidextrous,180,24.5,182,1,Walk,10,.37,53,Baseball/Softball,300,200,100,400,1000,1000,25,"Left foot",7,7.5,"Ring finger",August,Summer,Yes,No,Meat,"Soft drink (caffeinated)","Physical education",6,10,7,"Yes - broadband connection","Text messaging",20,5000,30,1,0,15,4,2,50,30,40,50,20,2,"Very little","Graduate degree","Rap/Hip hop",Fly,Happy,"Business person","Education/Youth development"
USA,SC,2014,"12        ",Female,17,Right-Handed,170,24.4,166,1,Car,6,.34,45,Soccer,698,900,888,926,1000,1000,24.7,"Left foot",96,99,"Ring finger",March,Fall,No,No,Seafood,Water,Science,8,6,4,"Yes - other","Text messaging",300,350,5,1,12,10,6,4,4,49,11,16,3,4,"A lot","Graduate degree",Pop,"Freeze time",Rich,Relative,"Wildlife, animals"
USA,PA,2018,"6         ",Female,12,Right-Handed,144,23,145,1,Bus,25,.205,56,None,353,187,112,11,10000,10000,22,"Right foot",65,60,"Index finger",December,Spring,No,No,Soups,Water,"Computers and technology",4,11,4,"Yes - other","Text messaging",7,6,8,0,1,3,1,50,0,3,15,5,0,0,Some,"Some college",Other,Invisibility,Happy,Other,"Wildlife, animals"
USA,NC,2018,"11        ",Male,40,Right-Handed,72,,182.8,1,Car,20,0.35,102,Walking/Hiking,1000,1000,1000,1000,679,497,,"Left foot",,,,January,Fall,Yes,No,Meat,Water,"Mathematics and statistics",7,7,5,"Yes - broadband connection","Text messaging",5,5,3,1,10,20,0,2,5,1,15,15,50,10,"Very little","Graduate degree","Rock and roll",Invisibility,Famous,Friend,Environment
USA,PA,2017,"12        ",Male,17,Right-Handed,178,24,178,3,Bus,10,.35,34,Soccer,594,578,588,545,749,840,24,"Same length",6.9,7.5,"Ring finger",August,Summer,Yes,No,"No favorite",Water,"Mathematics and statistics",6,8.5,4,"Yes - broadband connection","Internet chat or instant messaging",1,3,,.25,14,10,6,5,2,1,80,0,0,1,,,,,,,
USA,OH,2012,"5         ",Male,11,Right-Handed,145,211,140,1,Bicycle,15,.237,95,Baseball/Softball,,,,,,,21,"Same length",75,75,"Same length",May,Spring,No,No,"Rice/Noodle dishes",Tea,"Physical education",12,10,2,"Yes - other",,0,0,5,.5,2,3,1.5,7,0,0,3,4,0,0,"Very little","Graduate degree",Pop,"Super strength",Healthy,Relative,"Wildlife, animals"
USA,GU,2014,"6         ",Female,11,Right-Handed,160,19,160,1,Bus,180,0.847,56,Swimming,471,813,374,455,545,1000,22,"Left foot",6,7,"Ring finger",June,Summer,No,No,Pizza/Pasta,Water,Art,11,12,6,"Yes - other",E-mail,5,5,10,5,20,20,20,10,25,15,25,5,5,5,"Very little","Graduate degree",Reggae,"Freeze time",Famous,Actor,"Arts, culture, sports"
USA,NC,2016,"11        ",Male,16,Right-Handed,173,24,177,1,Car,15,.35,39,Swimming,700,700,700,700,200,300,24,"Same length",102,110,"Ring finger",August,Fall,No,No,Pizza/Pasta,Water,Science,8,10,5,"Yes - broadband connection","In person",5,15,1,.5,4,5,20,7,1,.5,10,1,0,0,Some,"Less than high school","Rap/Hip hop",Fly,Rich,"Sports person",Health
USA,CA,2017,"11        ",Female,17,Right-Handed,154,25.2,64.2,2,"Rail (Train/Tram/Subway)",30,0.405,36,None,900,900,900,900,1000,1000,25.1,"Right foot",68,74,"Ring finger",July,Winter,No,No,Pizza/Pasta,Water,English,9,9,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",10,15,25,0,20,10,0,20,20,1,30,15,0,7,"A lot","Graduate degree",Pop,Fly,Rich,"Musician or singer","Wildlife, animals"
USA,OK,2016,"12        ",Female,17,Right-Handed,149.9,23,66,2,Car,8,0.522,40,Swimming,545,540,684,727,706,701,24,"Right foot",550,650,,July,Fall,Yes,No,Fruit,Juice,"Mathematics and statistics",5,9,7,"Yes - broadband connection","Internet chat or instant messaging",500,590,8,2,5,6,4,1,3,8,8,2,20,4,,"High school","Rap/Hip hop",Telepathy,Healthy,Actor,"International aid"
USA,KY,2013,"12        ",Female,27,Right-Handed,153,24,150,1,Car,8,.43,46,Walking/Hiking,,,,,,,22,"Right foot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NJ,2018,"11        ",Female,16,Right-Handed,157,20,164,2,Bus,20,0.34,40,Gymnastics,0,0,0,0,500,1000,5,,9,9.5,"Ring finger",September,Spring,Yes,No,Fruit,"Energy drink",English,5,9,5,"Yes - other","Text messaging",20,25,0,6,0,0,6,1,7,7,3,3,8,0,"A lot","Some college","Rap/Hip hop","Freeze time",Healthy,"Musician or singer","Arts, culture, sports"
USA,IN,2016,"10        ",Male,16,Right-Handed,175,27.3,173,1,Car,7,.312,79,Basketball,850,900,750,800,700,700,27.5,"Left foot",88,70,"Index finger",July,Fall,No,No,Meat,Milk,"Physical education",8,9,3,"Yes - broadband connection","In person",5,3,10,1,14,16,14,2,2,1,17,5,1,15,Some,Other,"Rap/Hip hop","Freeze time",Healthy,"Sports person",Other
USA,NC,2014,"12        ",Male,17,Right-Handed,175,29,165,1,Car,10,.295,25,Baseball/Softball,1000,1000,1000,1000,900,800,29,"Same length",300,295,"Index finger",January,Summer,Yes,No,Seafood,Water,Science,7,9,3,"Yes - broadband connection","Text messaging",40,40,10,.5,5,10,7,2,1,1,2,2,0,2,Some,"Graduate degree",Country,Invisibility,Happy,Relative,Environment
USA,MA,2018,"12        ",Female,17,Right-Handed,165,23,165,1,Car,5,0.683,61,Other,791,791,647,1000,615,615,21,"Same length",70,70,"Same length",March,Summer,No,No,Pizza/Pasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,PA,2017,"12        ",Male,18,Right-Handed,184.5,27.5,190.5,1,Car,10,.325,43,Other,807,203,348,422,144,856,27.4,"Right foot",8.2,8.9,"Ring finger",August,Summer,No,No,Meat,Water,"Physical education",7,8,5,"Yes - broadband connection","In person",50,50,12,4,4,11,10,4,5,4,12,1,12,3,"Very little","Graduate degree",Country,Invisibility,Happy,Politician,"Education/Youth development"
USA,MD,2017,"8         ",Female,12,Right-Handed,"132 ",24,152,2,Car,75,.775,47,Basketball,1000,1000,1000,1000,100,50,24,"Same length",80,75,"Index finger",July,Summer,No,No,Fruit,Water,"Mathematics and statistics",6.5,8,5,"Yes - other","Text messaging",0,1,2,1,5,4,6,1,1,1,1,2,2,3,Some,"Graduate degree","Rap/Hip hop","Freeze time",Healthy,"Doctor or nurse","Wildlife, animals"
USA,NJ,2016,"12        ",Female,18,Right-Handed,169,22,161,1,Car,7,.435,51,Tennis,1000,500,700,800,900,900,22,"Same length",64,60,"Index finger",December,Fall,No,No,Pizza/Pasta,Water,History,8,10,4,"Yes - broadband connection","Text messaging",100,500,8,.5,1,10,0,0,12,21,28,28,20,0,"Very little","Undergraduate degree",Pop,Fly,Happy,Relative,"Wildlife, animals"
USA,NC,2015,"12        ",Female,16,Right-Handed,171,24,73,4,Other,2,.075,44,Skateboarding/Rollerblading,600,600,600,700,600,900,23.5,"Right foot",80,75,"Index finger",October,Fall,Yes,Yes,"Rice/Noodle dishes",Juice,Science,4,10,3,"Yes - other","Myspace, Facebook, other social networking sites, or blog",3,2,15,1,20,1,0,0,10,15,40,3,0,2,"A lot","Graduate degree",Other,Telepathy,Happy,Other,Health
USA,PA,2019,"9         ",Male,15,Right-Handed,182,33,186,1,Car,20,0.29,30,Lacrosse,765,241,0,431,1000,1000,33,"Same length",120,130,"Ring finger",December,Summer,Yes,No,Meat,Milk,"Mathematics and statistics",7,10,5,"Yes - broadband connection",,,,,,,,,,,,,,,,,,,,,,
USA,WI,2017,"12        ",Male,16,Right-Handed,182,26.5,183.5,1,Car,14,.338,47,"Football (American)",300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2012,"10        ",Male,15,Right-Handed,174,26,174,2,Car,35,0.312,35,Soccer,0,0,0,0,1000,1000,26,"Same length",80,89,"Ring finger",November,Summer,No,No,Pizza/Pasta,Water,"Mathematics and statistics",7,12,4,"Yes - broadband connection","In person",40,45,13,2,7,3,2,50,20,3,25,10,0,1,Some,"Graduate degree","Rap/Hip hop",Fly,Famous,"Business person",Health
USA,NY,2017,"12        ",Female,16,Left-Handed,165.1,19,154,3,Walk,10,.362,.58,Baseball/Softball,,,,,,,21,"Left foot",95,75,"Index finger",May,Spring,No,No,Desserts,Water,Science,6,9,4,"Yes - broadband connection","In person",2,0,7,3,10,7,10,0,5,3,8,10,0,5,Some,Other,Pop,Invisibility,Famous,Relative,Health
USA,WI,2018,"12        ",Female,17,Right-Handed,65,23,188,2,Car,8,0.374,36,Swimming,909,508,658,492,103,238,23,"Same length",76,64,"Index finger",December,Summer,No,No,"No favorite",Milk,"Mathematics and statistics",8,9,5,"Yes - broadband connection",Other,5,6,2,0.5,6,2.5,3,0,2,1.2,4,0,5,1,"A lot","Some college",Classical,Telepathy,Healthy,"Doctor or nurse","International aid"
USA,NY,2014,"6         ",Female,12,Ambidextrous,154,24,152,3,Bus,5,0.835,46,Soccer,1000,100,1000,1000,10,0,24,"Same length",70,70.5,"Ring finger",August,Fall,No,No,Desserts,"Energy drink",Science,11.5,4,4,"Yes - other","Text messaging",54,45,3,1,0,1,3,4,3,6,2,5,0,.5,None,"Graduate degree",Pop,Telepathy,Healthy,"Sports person",Health
USA,CA,2018,"12        ",Female,16,Ambidextrous,153,22,165,2,Car,21,0.32,40,Walking/Hiking,900,900,900,900,700,950,22,"Left foot",68,70,"Ring finger",December,Winter,No,No,Pizza/Pasta,Water,History,5,9,3,"Yes - other","In person",150,200,25,5,25,5,3,20,28,20,30,1,0,2,Some,"Graduate degree","Rhythm and blues (R&B)","Freeze time",Happy,"Musician or singer","Arts, culture, sports"
USA,TX,2016,"12        ",Female,17,Right-Handed,64,10,5,2,Bus,35,4.5,40,Soccer,700,500,800,1000,100,200,10,"Same length",26,20,"Ring finger",June,Summer,No,Yes,Seafood,Water,English,7,11,7,"Yes - other","Text messaging",20,15,11,2,5,8,14,0,5,3,0,8,28,0,Some,"Graduate degree",Other,Telepathy,Happy,"Doctor or nurse",Environment
USA,NC,2019,"12        ",Female,17,Right-Handed,170,24,168,1,Car,7,.443,38,Soccer,834,866,861,882,668,668,25,"Left foot",71,66,"Index finger",January,Fall,No,No,Poultry,Water,Science,8,9,6,"Yes - dial-up connection","Text messaging",23,35,3,0,4,4,10,0,2,2,8,6,2,1,"A lot","Graduate degree",Pop,"Freeze time",Healthy,Relative,"Wildlife, animals"
USA,CA,2017,"9         ",Female,14,Right-Handed,153,20,155,2,Bus,10,0.38,39,Cycling,450,700,750,500,350,350,20,"Same length",6.5,7,"Ring finger",October,Fall,No,No,"No favorite",,"Mathematics and statistics",8,10,4,"Yes - other","In person",,,10,5,21,10,5,10,0,5,10,15,0,7,"A lot","Graduate degree",Pop,"Freeze time",Happy,Relative,"Education/Youth development"
USA,CA,2016,"12        ",Male,16,Right-Handed,171,28,,1,Walk,8,.467,64,Cycling,870,880,950,785,450,800,26,"Right foot","86 ",76,"Index finger",January,Spring,No,No,"Rice/Noodle dishes",,"Mathematics and statistics",6,8,4,"Yes - broadband connection","Text messaging",80,90,4.5,1,"9 ",3,2,1,.5,2.5,8,4,20,3,Some,"Graduate degree","Rhythm and blues (R&B)",Fly,Happy,Friend,"International aid"
USA,MI,2018,"9         ",Female,14,Right-Handed,5’10,22.5,180,1,Car,35,.939,87,Other,900,890,850,790,620,860,25,"Left foot",8,8,"Ring finger",December,Fall,No,No,"Rice/Noodle dishes",Water,Art,9,9,5,"Yes - other","In person",30,25,40,3,6,60,11,10,25,10,37,30,0,0,Some,"Undergraduate degree",Pop,Invisibility,Happy,Friend,"International aid"
USA,NJ,2013,"11        ",Male,17,Right-Handed,165.1,24,173,2,Bus,30,.438,,Soccer,500,500,1000,1000,1000,100,24.5,"Left foot",70.5,70,"Index finger",January,Summer,No,No,Fruit,Water,Music,8,3,5,"Yes - other",E-mail,30,50,11,2,1,5,4,3,1,10,12,2,1,2,"A lot","High school",Reggae,Fly,Healthy,"Sports person","Arts, culture, sports"
USA,MI,2015,"12        ",Male,15,Right-Handed,185,27.9,185,1,Car,8,0.095,25,Tennis,0,0,0,0,1000,1000,29,"Left foot",9,10,"Ring finger",April,Fall,No,No,Meat,Water,"Mathematics and statistics",7,10,6,"Yes - broadband connection",,,,,,,,,,,,,,,,,,,,,,
USA,PA,2014,"12        ",Male,17,Right-Handed,165,24,168,2,Car,12,.342,51,Other,600,500,650,600,400,750,25,"Left foot",64,67,"Ring finger",October,Summer,Yes,No,Meat,Water,Science,6,8,3,"Yes - other","Text messaging",15,17,0,.5,24,10,6,2,0,1,25,4,0,4,Some,"Graduate degree",Pop,Fly,Happy,"Community leader or elder","Wildlife, animals"
USA,CO,2014,"7         ",Female,13,Right-Handed,150,22,120,1,Walk,3,.272,45,Soccer,950,950,550,950,550,775,22,"Same length",7,7.2,"Ring finger",December,Winter,Yes,No,Meat,Water,"Physical education",8,10,5,"Yes - other","Text messaging",200,200,10,1,2,10,10,2,5,5,7,5,0,2,"Very little","Graduate degree",Pop,Invisibility,Happy,"Musician or singer","International aid"
USA,NY,2013,"12        ",Male,15,Right-Handed,165,24.2,166.5,2,"Rail (Train/Tram/Subway)",45,.447,30,Basketball,230,353,428,973,930,909,25.5,"Left foot",95,100,"Ring finger",November,Winter,Yes,No,Soups,"Soft drink (caffeinated)","Physical education",8,12,5,"Yes - broadband connection","Text messaging",4,5,7,2,6,3,5,2,34,48,50,2,0,3,Some,"Graduate degree",Other,Fly,Happy,"Sports person","International aid"
USA,AR,2016,"7         ",Female,41,Right-Handed,72,12,71,1,Car,15,.416,34,Other,800,900,800,800,600,600,12,"Same length",89,89,"Index finger",July,Fall,Yes,No,"No favorite",Tea,,6,8,3,"Yes - broadband connection","Text messaging",150,200,5,2,0,10,3,1,5,5,15,6,40,20,Some,"Graduate degree","Rock and roll",Telepathy,Rich,Friend,"Education/Youth development"
USA,GA,2012,"11        ",Female,17,Right-Handed,164,24,168,1,Bus,50,0.393,39,Running/Jogging,278,471,390,588,840,850,24,"Same length",80,70,"Index finger",October,Summer,Yes,No,Fruit,Water,Art,5,9,3,"Yes - broadband connection","Text messaging",200,205,20,10,10,5,6,0,10,40,30,3,2,5,"A lot","Graduate degree",Other,Fly,Healthy,"Musician or singer","Arts, culture, sports"
USA,GA,2012,"12        ",Male,17,Right-Handed,198,30.5,197,1,Car,20,.65,46,Athletics,100,300,400,300,100,100,31,"Left foot",110,12,"Ring finger",April,Spring,No,No,"No favorite",Milk,Science,8,9,4,"No internet connection","In person",0,2,0,.5,6,14,21,0,0,.125,0,5,0,1,Some,"Graduate degree",Gospel,"Super strength",Happy,Relative,Religious
USA,IL,2018,"12        ",Male,18,Ambidextrous,80,18,100,13,Boat,"30 ",2,10,Basketball,0,0,500,800,1000,1000,18,"Same length",19,19,"Same length",October,Summer,No,No,Pizza/Pasta,"Energy drink","Physical education",6,10,4,"Yes - dial-up connection","Text messaging",1000,1000,15,1,0,20,20,20,20,20,20,20,20,20,None,"Graduate degree",,,,,
USA,IN,2010,"12        ",Male,16,Right-Handed,173,32,176,2,Bus,30,.266,51,Swimming,600,650,200,,1000,1000,32.5,"Left foot",80,75,,November,Summer,No,No,Meat,"Soft drink (caffeinated)",History,7,5,5,"Yes - broadband connection","Cell phone",0,0,12,1,1,9,15,20,2,0,8,7,0,1,None,"Graduate degree","Heavy metal","Freeze time",Happy,"Community leader or elder",Health
USA,NC,2018,"10        ",Female,16,Right-Handed,172,24,163,2,Car,11,0.396,31,Soccer,861,834,690,642,433,497,24.4,"Left foot",840,790,"Index finger",March,Fall,No,No,Pizza/Pasta,Water,Science,5,13,4,"Yes - broadband connection","Text messaging",99,80,30,3,40,30,40,1,20,5,60,3,80,10,"A lot","Graduate degree",Pop,Invisibility,Rich,Teacher,Environment
USA,WI,2017,"12        ",Female,18,Right-Handed,163,24,163,2,Car,8,0.457,58,Dancing,406,513,118,316,684,973,24,"Same length",82,82,"Same length",October,Summer,No,No,Breads/Sandwiches,Water,History,5,10,2,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",7,16,24,5,0,1,2,0,24,24,24,10,16,3,Some,"Undergraduate degree","Punk rock","Freeze time",Healthy,Friend,"Wildlife, animals"
USA,MA,2018,"12        ",Male,17,Right-Handed,185.5,33.1,186,1,Car,10,.5,48,Other,642,262,492,460,0,1000,26,"Same length",80,90,"Ring finger",May,Summer,Yes,No,Meat,"Sports drink",Other,7,11,4,"Yes - other",Other,15,20,12,10,2,12,9,16,4,1,2,2,2,2,None,"High school","Rap/Hip hop",Fly,Healthy,Relative,"Education/Youth development"
USA,ID,2018,"12        ",Male,20,Left-Handed,68,26.5,172,1,Bicycle,12,0717,50,"Football (American)",50,200,800,700,500,1000,27,"Left foot",60,63,"Ring finger",June,Winter,Yes,No,Fruit,Water,Science,6.5,7.5,6,"Yes - broadband connection","In person",45,52,15,1,8,20,10,1,5,5,3,20,40,5,Some,"Graduate degree",Gospel,Telepathy,Happy,Relative,"International aid"
USA,GA,2017,"12        ",Female,15,Right-Handed,165,24,170,2,Car,25,.324,43,Soccer,690,369,508,406,781,1000,24,"Same length",75,78,"Ring finger",December,Winter,Yes,No,Breads/Sandwiches,Water,Science,7,9,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",12,22,5,1,7,11,8,0,4,10,3,9,5,5,Some,"Graduate degree",Other,Invisibility,Happy,"Sports person","Education/Youth development"
USA,MA,2017,"8         ",Female,12,Left-Handed,160,25,163,2,Car,15,0.568,37,Soccer,805,703,704,636,9,54,25,"Same length",75,78,"Ring finger",March,Spring,No,No,Pizza/Pasta,Water,Art,5,5,3,"Yes - other","In person",100,100,12,1,4,1,9,2,3,3,10,3,3,5,Some,"High school","Punk rock","Freeze time",Happy,"Sports person","International aid"
USA,GA,2018,"9         ",Female,15,Right-Handed,157.4,25,125,1,Car,"20 "," 0.61",46,Dancing,700,1000,1000,800,1000,1000,25,"Right foot",35,35,,November,Summer,No,No,Pizza/Pasta,Water,History,7,6,6,"Yes - broadband connection","Text messaging",150,150,5,4,9,6,3,2,2,0,10,3,0,2,"A lot","Some college","Rap/Hip hop",Telepathy,Healthy,Relative,"Wildlife, animals"
USA,RI,2018,"12        ",Female,17,Right-Handed,152,20,151,2,Car,15,0.47,42,None,1000,503,422,503,1000,1000,20,"Same length",70,80,"Ring finger",December,Winter,Yes,No,Other,Juice,Languages,12,7,3,"Yes - broadband connection",Telephone,30,50,0,10,0,24,1,0,19,96,100,100,12,2,"Very little","High school","Rap/Hip hop",Fly,Rich,"Business person",Health
USA,IL,2013,"6         ",Female,11,Right-Handed,141,21,141,2,Car,7,0.797,51,Golf,900,900,950,950,900,900,21,"Same length",78,89,"Ring finger",February,Winter,Yes,No,Pizza/Pasta,Water,"Social studies",9,11,4,"Yes - broadband connection","In person",4,4,7,7,10,10,14,7,0,4,7,7,0,2,Some,"Graduate degree",Pop,Fly,Happy,"Sports person","Wildlife, animals"
USA,WA,2012,"12        ",Male,18,Right-Handed,179,25,181,1,Car,8,.312,58,"Table Tennis",599,1000,500,500,1000,1000,28,"Left foot",7.5,9,"Ring finger",April,Fall,No,No,Seafood,Water,"Social studies",7,10,3,"Yes - broadband connection","Text messaging",15,15,12,4,0,5,5,1,15,10,15,5,6,3,"Very little","Graduate degree","Rap/Hip hop",Fly,Rich,"Business person","Wildlife, animals"
USA,KY,2013,"12        ",Female,17,Ambidextrous,165,26,164,1,Walk,20,0.314,28,Walking/Hiking,300,150,350,300,900,900,26,"Same length",80,80,"Same length",April,Winter,No,No,Seafood,Water,English,7,8,5,"Yes - broadband connection","In person",2,2,0,5,5,20,6,8,20,1,20,25,4,10,"A lot","Graduate degree",Pop,Invisibility,Healthy,"Musician or singer","Wildlife, animals"
USA,NC,2014,"7         ",Female,13,Ambidextrous,0,24,0,1,Car,4,.412,51,Baseball/Softball,90,50,70,100,85,700,24,"Same length",7.5,7,,January,Spring,No,No,Pizza/Pasta,Coffee,Art,5,12,3,"Yes - other","Text messaging",0,0,,,,,,,,,,,,,,,,,,,
USA,MO,2014,"12        ",Female,17,Right-Handed,173,25,172,1,Car,4,.39,34,Swimming,600,500,1000,400,100,200,25,"Same length",101,102,"Ring finger",April,Winter,Yes,No,Breads/Sandwiches,Water,English,6,10,5,"Yes - broadband connection","Text messaging",174,179,27,0,8,6,7,0,2,2,2,5,20,3,"A lot","Graduate degree",Pop,Invisibility,Happy,Relative,"International aid"
USA,VA,2018,"11        ",Female,17,Left-Handed,151,22,151,1,Car,5,0.476,41,Other,1000,1000,1000,1000,100,100,22,"Same length",65,70,"Ring finger",April,Winter,No,Yes,Fruit,Water,Science,7,9,3,"Yes - other",,0,0,6,0,15,2,9,0,3,3,3,0,0,2,"A lot",Other,Classical,Telepathy,Happy,"Musician or singer",Environment
USA,CA,2016,"12        ",Male,17,Right-Handed,165.0,28,120,2,Bus,30,0.428,53,None,0,0,100,0,0,0,28,"Same length",9,10,"Ring finger",April,Spring,No,No,Pizza/Pasta,Juice,Art,8,10,3,"Yes - broadband connection","Cell phone",40,50,24,3,1,0,7,3,5,6,8,3,1,5,"Very little","Graduate degree","Rap/Hip hop",Invisibility,Rich,Relative,Health
USA,HI,2011,"9         ",Male,15,Right-Handed,177.8,30,180,1,Walk,5," 0.29",45,Dancing,700,700,500,,1000,1000,30,"Same length",50,40,"Index finger",October,Winter,Yes,No,"Rice/Noodle dishes",Water,"Physical education",6,6,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",500,500,10,10,10,20,20,100,20,20,20,20,20,20,"A lot","Some college",Techno/Electronic,Invisibility,Happy,"Musician or singer",Other
USA,CA,2014,"10        ",Male,16,Right-Handed,180,26,176,1,Car,15,0.831,46,Athletics,3,10,10,10,4,9,26,"Same length",20,25,"Index finger",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,DC,2012,"6         ",Male,12,Right-Handed,147.5,24,143,3,Walk,40,0.37,0.40,Soccer,348,561,80,348,824,1000,24,"Same length",4,3,"Index finger",January,Winter,No,No,Other,"Energy drink","Physical education",7,5,14,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",0,20,10,0,0,10,14,8,8,10,10,15,0,0,"A lot","Graduate degree",Other,"Super strength",Famous,"Sports person",Health
